1, -- 
2, -- 
3, -- 
4, -- 
5, -- 
6, -- 
7, -- 
8, -- 
9, -- 
10, -- 
11, -- 
12, -- 
13, -- 
14, -- 
15, -- 
16, -- 
17, -- 
18, -- 
19, -- 
20, -- 
21, -- 
22, -- 
23, -- 
24, -- 
25, -- 
26, -- 
27, -- 
28, -- 
29, -- 
30, -- 
31, -- 
32, -- 
33, -- 
34, -- 
35, -- 
36, -- 
37, -- 
38, -- 
39, -- 
40, -- 
41, -- 
42, -- 
43, -- ,ts-payment,13.7932,ts-user,9.7707,ts-order,6.3171,ts-notification,4.4089,ts-security,4.3122,ts-config,2.51,ts-preserve-other,1.2919,ts-station,0.4882,ts-ticketinfo,0.3304,ts-verification-code,0.3074,ts-execute,0.1864,ts-admin-basic-info,0.0,ts-route,0.0,ts-delivery,0.0,ts-ticket-office,0.0,ts-preserve,0.0,ts-avatar,0.0,ts-rebook,-0.1706,ts-train,-0.5111,ts-auth,-0.6536,ts-price,-0.9584,ts-food,-3.8754,ts-inside-payment,-4.9365,ts-contacts,-5.0,ts-seat,-6.0373,ts-basic,-7.6738,ts-travel,-12.6817
44, -- ,ts-payment,8.5293,ts-assurance,6.0,ts-consign,6.0,ts-security,4.5021,ts-ticketinfo,2.4868,ts-verification-code,1.5936,ts-travel,0.7405,ts-preserve-other,0.033,ts-food-map,0.0,ts-preserve,-0.0,ts-notification,-0.0849,ts-basic,-0.32,ts-execute,-0.5,ts-auth,-0.5185,ts-admin-basic-info,-1.0,ts-ticket-office,-1.0,ts-rebook,-1.2034,ts-config,-2.3574,ts-train,-2.7407,ts-station,-5.1389,ts-seat,-5.7927,ts-cancel,-6.0,ts-user,-8.465,ts-food,-9.8041,ts-price,-13.0328,ts-order,-26.8446
45, -- ,ts-price,17.4628,ts-station,11.049,ts-assurance,3.6993,ts-order,3.141,ts-preserve-other,0.4472,ts-food-map,0.0,ts-notification,0.0,ts-rebook,-0.1937,ts-verification-code,-0.3817,ts-basic,-0.4172,ts-inside-payment,-1.0,ts-preserve,-1.2758,ts-execute,-1.298,ts-config,-3.251,ts-security,-3.6546,ts-travel,-5.2326,ts-ticketinfo,-6.0271,ts-payment,-6.0302,ts-train,-7.1589,ts-seat,-7.8587,ts-contacts,-8.4732,ts-food,-9.7831
46, -- ,ts-order,23.4437,ts-seat,11.3724,ts-inside-payment,5.0,ts-preserve,3.0613,ts-verification-code,2.4877,ts-travel,1.269,ts-basic,1.0055,ts-route,1.0,ts-rebook,0.283,ts-admin-order,0.0,ts-execute,-0.2126,ts-notification,-0.459,ts-auth,-0.4596,ts-preserve-other,-0.6154,ts-config,-0.9956,ts-train,-1.0814,ts-food-map,-2.0,ts-ticketinfo,-2.0255,ts-station,-2.1945,ts-user,-2.5477,ts-food,-2.7139,ts-security,-3.2554,ts-payment,-4.6339,ts-cancel,-6.0,ts-price,-7.677,ts-contacts,-7.8525
47, -- ,ts-order,23.8411,ts-seat,15.4025,ts-price,14.0735,ts-contacts,13.1043,ts-admin-order,12.0,ts-food,11.603,ts-basic,0.2036,ts-notification,0.0,ts-news,0.0,ts-consign,0.0,ts-preserve,-0.1873,ts-security,-0.404,ts-food-map,-0.6783,ts-auth,-1.0708,ts-execute,-1.6431,ts-verification-code,-1.6954,ts-config,-1.723,ts-inside-payment,-2.0,ts-ticketinfo,-2.3095,ts-preserve-other,-2.4218,ts-rebook,-2.6366,ts-train,-2.657,ts-payment,-2.7682,ts-station,-2.836,ts-user,-4.0377,ts-travel,-8.2447,ts-route,-12.0
48, -- ,ts-seat,5.1644,ts-train,4.1485,ts-inside-payment,1.4141,ts-verification-code,1.0222,ts-basic,0.2465,ts-admin-order,0.0,ts-user,0.0,ts-payment,-0.4772,ts-security,-0.4867,ts-execute,-0.5504,ts-travel,-0.6688,ts-ticketinfo,-0.8647,ts-config,-0.8662,ts-notification,-1.0,ts-news,-1.0,ts-rebook,-1.0814,ts-food-map,-1.4137,ts-preserve-other,-1.812,ts-contacts,-4.049,ts-price,-6.7353,ts-station,-6.8048,ts-food,-9.5346,ts-order,-15.012
49, -- ,ts-route,15.9527,ts-payment,8.6491,ts-train,6.6922,ts-seat,4.9989,ts-food-map,3.3062,ts-travel,1.8687,ts-order,1.4607,ts-config,1.3624,ts-inside-payment,0.7815,ts-ticketinfo,0.4728,ts-preserve-other,0.0941,ts-notification,0.0,ts-execute,0.0,ts-delivery,0.0,ts-assurance,0.0,ts-ui,0.0,ts-verification-code,-0.16,ts-station,-0.3015,ts-contacts,-0.3451,ts-rebook,-0.7417,ts-price,-1.0928,ts-preserve,-2.1099,ts-user,-2.1484,ts-security,-2.7296,ts-basic,-8.6603,ts-admin-order,-9.3587,ts-food,-10.9544
50, -- ,ts-travel,23.1793,ts-food,18.1045,ts-route,16.9041,ts-config,2.1555,ts-inside-payment,2.0,ts-user,1.0,ts-delivery,1.0,ts-preserve,0.9308,ts-verification-code,0.4155,ts-seat,0.0424,ts-news,0.0,ts-consign,0.0,ts-rebook,-0.1467,ts-ticketinfo,-0.386,ts-preserve-other,-0.4588,ts-execute,-0.9411,ts-notification,-1.0,ts-security,-1.4178,ts-station,-3.3221,ts-train,-4.3286,ts-basic,-5.0,ts-assurance,-6.0,ts-contacts,-6.9143,ts-admin-order,-8.0321,ts-order,-12.1338,ts-price,-12.6159
51, -- ,ts-route,12.2989,ts-seat,9.2826,ts-train,6.3728,ts-security,5.6254,ts-payment,5.4193,ts-travel,3.6635,ts-delivery,3.3987,ts-notification,1.4142,ts-verification-code,0.1261,ts-inside-payment,0.0,ts-contacts,0.0,ts-auth,0.0,ts-price,-0.4169,ts-order,-0.5504,ts-preserve,-1.0,ts-ticketinfo,-1.7016,ts-rebook,-1.7078,ts-preserve-other,-1.7163,ts-config,-1.7173,ts-execute,-1.7216,ts-station,-2.7209,ts-basic,-2.8868,ts-food,-3.3421,ts-assurance,-4.2262
52, -- ,ts-payment,173.3058,ts-ticketinfo,125.048,ts-preserve,57.3123,ts-cancel,27.31,ts-travel,22.6772,ts-food,4.524,ts-rebook,4.2221,ts-order,2.2534,ts-execute,1.5136,ts-verification-code,-0.0476,ts-notification,-0.7071,ts-station,-0.9577,ts-config,-1.0978,ts-preserve-other,-1.1882,ts-basic,-2.8593,ts-security,-3.2321,ts-delivery,-4.1358,ts-route,-7.4338,ts-train,-7.5248,ts-seat,-9.4255,ts-user,-19.8
53, -- ,ts-user,310.85,ts-travel,118.0022,ts-payment,44.9679,ts-config,37.5879,ts-inside-payment,32.747,ts-seat,25.8801,ts-food,19.6126,ts-execute,6.0793,ts-preserve-other,4.7011,ts-station,4.4008,ts-preserve,3.9007,ts-admin-order,3.8747,ts-security,2.4975,ts-order,2.0804,ts-cancel,0.7,ts-notification,0.0,ts-rebook,-0.3967,ts-delivery,-0.8188,ts-verification-code,-0.8801,ts-basic,-2.8593,ts-train,-3.6821,ts-route,-5.2084,ts-price,-9.2943
54, -- ,ts-user,162.36,ts-order,152.9934,ts-contacts,100.6389,ts-travel,80.8227,ts-preserve,67.5185,ts-config,65.435,ts-inside-payment,30.5592,ts-food,20.9826,ts-ticketinfo,0.9529,ts-preserve-other,0.5611,ts-train,0.5604,ts-auth,0.046,ts-notification,-0.0,ts-rebook,-0.3145,ts-price,-0.7391,ts-basic,-2.8868,ts-security,-3.5109,ts-station,-3.6661,ts-payment,-4.3133,ts-verification-code,-4.7051,ts-execute,-4.8542,ts-route,-11.0,ts-seat,-13.311
55, -- ,ts-preserve,255.0169,ts-consign,209.78,ts-contacts,57.9097,ts-route,32.6416,ts-cancel,23.97,ts-station,5.8523,ts-price,3.7672,ts-config,3.6018,ts-train,1.2579,ts-execute,1.045,ts-preserve-other,0.6331,ts-ticketinfo,0.5415,ts-notification,0.0,ts-rebook,-0.3145,ts-order,-0.3388,ts-verification-code,-1.1887,ts-delivery,-2.1619,ts-basic,-2.8868,ts-assurance,-7.6662,ts-seat,-10.8727,ts-food,-12.5207,ts-travel,-26.0589,ts-inside-payment,-28.5569
