1, -- 
2, -- 
3, -- 
4, -- 
5, -- 
6, -- 
7, -- 
8, -- 
9, -- 
10, -- 
11, -- 
12, -- 
13, -- 
14, -- 
15, -- 
16, -- 
17, -- 
18, -- 
19, -- ,ts-admin-order,15.9867,ts-user,15.1271,ts-contacts,11.0,ts-execute,9.2185,ts-food,9.1706,ts-price,8.4996,ts-train,7.9677,ts-cancel,5.3175,ts-assurance,3.7334,ts-security,0.2815,ts-inside-payment,0.0,ts-consign,0.0,ts-basic,-0.8321,ts-preserve,-1.6906,ts-seat,-1.7643,ts-food-map,-1.7768,ts-ticketinfo,-2.8788,ts-payment,-2.9478,ts-notification,-3.1694,ts-order,-4.0317,ts-config,-8.7164,ts-route,-11.6159,ts-station,-17.4749,ts-travel,-29.8999
20, -- ,ts-food,17.426,ts-food-map,12.6966,ts-preserve,1.3899,ts-rebook,1.0,ts-admin-order,0.9269,ts-seat,0.4339,ts-notification,0.0,ts-payment,-0.5259,ts-inside-payment,-1.0,ts-auth,-1.0,ts-verification-code,-1.0,ts-admin-route,-1.0,ts-execute,-1.6467,ts-cancel,-1.6471,ts-security,-3.0615,ts-ticketinfo,-3.1548,ts-config,-3.9044,ts-train,-4.3662,ts-assurance,-4.3977,ts-basic,-8.6603,ts-station,-9.1844,ts-order,-9.242,ts-route,-11.4624,ts-price,-18.9345,ts-travel,-20.7133
21, -- ,ts-seat,3.0768,ts-preserve,1.4091,ts-contacts,1.0,ts-verification-code,1.0,ts-auth,1.0,ts-price,0.7648,ts-assurance,0.695,ts-ticketinfo,0.6139,ts-cancel,0.0,ts-preserve-other,0.0,ts-consign,0.0,ts-config,-0.6175,ts-execute,-0.7558,ts-station,-0.8922,ts-rebook,-1.0,ts-notification,-1.3116,ts-food-map,-1.659,ts-user,-3.8786,ts-admin-order,-5.2868,ts-basic,-7.0,ts-security,-7.9372,ts-payment,-8.8458,ts-route,-10.0346,ts-food,-11.28,ts-travel,-11.4204,ts-train,-12.5583,ts-order,-15.3091
22, -- ,ts-route,19.5079,ts-travel,15.2754,ts-food,13.0251,ts-station,11.9341,ts-user,8.4409,ts-order,7.5487,ts-assurance,1.4245,ts-preserve,1.177,ts-execute,0.3363,ts-cancel,0.0,ts-inside-payment,0.0,ts-preserve-other,0.0,ts-admin-travel,0.0,ts-notification,-1.0,ts-auth,-1.4124,ts-config,-1.5994,ts-basic,-1.8868,ts-train,-2.0432,ts-seat,-3.12,ts-payment,-4.0678,ts-security,-4.9018,ts-admin-order,-6.7101,ts-price,-8.6714,ts-ticketinfo,-9.3531
23, -- ,ts-train,16.7576,ts-security,15.2753,ts-price,14.6084,ts-user,14.2258,ts-station,10.3925,ts-config,7.287,ts-execute,3.7808,ts-basic,3.6595,ts-preserve,1.3675,ts-seat,1.308,ts-inside-payment,0.0,ts-ticket-office,0.0,ts-voucher,0.0,ts-consign,0.0,ts-contacts,0.0,ts-assurance,-1.0,ts-admin-order,-1.0,ts-admin-travel,-1.0,ts-rebook,-1.3198,ts-auth,-1.4,ts-food-map,-1.5325,ts-payment,-2.1433,ts-notification,-2.5692,ts-food,-3.3945,ts-ticketinfo,-3.5859,ts-order,-6.5923,ts-route,-7.8719,ts-travel,-12.4933
24, -- ,ts-security,12.7715,ts-order,10.1095,ts-assurance,9.4542,ts-route,8.8109,ts-contacts,6.0,ts-train,5.241,ts-inside-payment,2.9496,ts-admin-travel,1.3887,ts-preserve-other,1.0019,ts-auth,0.7595,ts-execute,0.1137,ts-basic,0.0722,ts-notification,0.0,ts-consign,0.0,ts-admin-order,0.0,ts-preserve,-1.6353,ts-food-map,-2.0622,ts-ticketinfo,-2.0656,ts-food,-5.0397,ts-config,-5.2158,ts-payment,-7.1189,ts-seat,-7.5547,ts-user,-8.1205,ts-station,-9.4367,ts-travel,-13.4709
25, -- ,ts-inside-payment,22.8666,ts-payment,15.1179,ts-food,8.3447,ts-execute,8.0135,ts-order,3.3018,ts-seat,2.9841,ts-notification,1.0,ts-assurance,0.6898,ts-price,0.3387,ts-verification-code,0.0,ts-config,-0.3263,ts-ticketinfo,-0.4561,ts-auth,-1.2939,ts-basic,-1.367,ts-preserve,-1.9046,ts-food-map,-2.5772,ts-route,-4.8803,ts-train,-5.0944,ts-station,-6.2485,ts-security,-6.5231,ts-user,-10.1404,ts-travel,-18.5294
26, -- ,ts-price,15.151,ts-config,5.9724,ts-payment,4.1836,ts-auth,1.2083,ts-inside-payment,0.7754,ts-admin-route,0.0,ts-ticketinfo,-0.4316,ts-seat,-0.5198,ts-preserve,-0.722,ts-food-map,-0.8992,ts-station,-1.0,ts-notification,-1.0,ts-basic,-3.2053,ts-route,-3.736,ts-train,-4.0234,ts-execute,-6.2947,ts-user,-6.8501,ts-assurance,-7.0905,ts-food,-12.1399,ts-security,-12.3477,ts-order,-14.636,ts-travel,-28.4262
27, -- ,ts-food,14.8436,ts-travel,4.4671,ts-food-map,2.3833,ts-preserve,1.4803,ts-auth,1.2979,ts-payment,1.1162,ts-user,0.847,ts-basic,0.3847,ts-price,0.3135,ts-notification,0.0,ts-order,-0.4535,ts-ticketinfo,-0.6011,ts-execute,-2.3917,ts-security,-2.7602,ts-config,-3.2319,ts-assurance,-4.1401,ts-seat,-5.1829,ts-inside-payment,-6.8961,ts-route,-8.463,ts-station,-10.9778,ts-train,-11.3984
28, -- ,ts-payment,18.7522,ts-assurance,8.3134,ts-station,2.7119,ts-notification,1.0,ts-order,0.4248,ts-config,0.4108,ts-ticketinfo,0.0,ts-admin-order,0.0,ts-auth,0.0,ts-admin-basic-info,0.0,ts-delivery,0.0,ts-contacts,0.0,ts-food-map,-0.4738,ts-preserve,-0.8466,ts-route,-0.9989,ts-basic,-1.0992,ts-execute,-1.5754,ts-seat,-2.5002,ts-train,-5.0171,ts-travel,-6.3801,ts-user,-6.5301,ts-inside-payment,-8.7042,ts-food,-10.198,ts-security,-10.9559,ts-price,-12.5579
